"Gene","Cluster","Driving"
"ENSRNOG00000008478",1,"THC_vs_VEH_O3"
"ENSRNOG00000009715",1,"THC_vs_VEH_O3"
"ENSRNOG00000009811",1,"THC_vs_VEH_O3"
"ENSRNOG00000010626",1,"THC_vs_VEH_O3"
"ENSRNOG00000010977",4,"THC_vs_VEH_O3"
"ENSRNOG00000010986",1,"THC_vs_VEH_O3"
"ENSRNOG00000011821",4,"THC_vs_VEH_O3"
"ENSRNOG00000012436",1,"THC_vs_VEH_O3"
"ENSRNOG00000012881",1,"THC_vs_VEH_O3"
"ENSRNOG00000013351",1,"THC_vs_VEH_O3"
"ENSRNOG00000014426",1,"THC_vs_VEH_O3"
"ENSRNOG00000014538",1,"THC_vs_VEH_O3"
"ENSRNOG00000014835",1,"THC_vs_VEH_O3"
"ENSRNOG00000015505",4,"THC_vs_VEH_O3"
"ENSRNOG00000016689",2,"THC_vs_VEH_O3"
"ENSRNOG00000017959",1,"THC_vs_VEH_O3"
"ENSRNOG00000018290",4,"THC_vs_VEH_O3"
"ENSRNOG00000018706",4,"THC_vs_VEH_O3"
"ENSRNOG00000018839",1,"THC_vs_VEH_O3"
"ENSRNOG00000018949",4,"THC_vs_VEH_O3"
"ENSRNOG00000019622",1,"THC_vs_VEH_O3"
"ENSRNOG00000019894",4,"THC_vs_VEH_O3"
"ENSRNOG00000020196",1,"THC_vs_VEH_O3"
"ENSRNOG00000020883",1,"THC_vs_VEH_O3"
"ENSRNOG00000023688",4,"THC_vs_VEH_O3"
"ENSRNOG00000023733",1,"THC_vs_VEH_O3"
"ENSRNOG00000025031",4,"THC_vs_VEH_O3"
"ENSRNOG00000026112",4,"THC_vs_VEH_O3"
"ENSRNOG00000026336",1,"THC_vs_VEH_O3"
"ENSRNOG00000028137",1,"THC_vs_VEH_O3"
"ENSRNOG00000028896",4,"THC_vs_VEH_O3"
"ENSRNOG00000029087",1,"THC_vs_VEH_O3"
"ENSRNOG00000031032",1,"THC_vs_VEH_O3"
"ENSRNOG00000042070",2,"THC_vs_VEH_O3"
"ENSRNOG00000048190",1,"THC_vs_VEH_O3"
"ENSRNOG00000050869",1,"THC_vs_VEH_O3"
"ENSRNOG00000051082",1,"THC_vs_VEH_O3"
"ENSRNOG00000054374",1,"THC_vs_VEH_O3"
"ENSRNOG00000055025",4,"THC_vs_VEH_O3"
"ENSRNOG00000056314",4,"THC_vs_VEH_O3"
"ENSRNOG00000058243",1,"THC_vs_VEH_O3"
"ENSRNOG00000058340",4,"THC_vs_VEH_O3"
"ENSRNOG00000060829",4,"THC_vs_VEH_O3"
"ENSRNOG00000000064",1,"VEH_O3_vs_VEH"
"ENSRNOG00000000127",2,"VEH_O3_vs_VEH"
"ENSRNOG00000000199",1,"VEH_O3_vs_VEH"
"ENSRNOG00000000593",2,"VEH_O3_vs_VEH"
"ENSRNOG00000000704",1,"VEH_O3_vs_VEH"
"ENSRNOG00000000866",2,"VEH_O3_vs_VEH"
"ENSRNOG00000000917",1,"VEH_O3_vs_VEH"
"ENSRNOG00000000921",1,"VEH_O3_vs_VEH"
"ENSRNOG00000001040",2,"VEH_O3_vs_VEH"
"ENSRNOG00000001098",2,"VEH_O3_vs_VEH"
"ENSRNOG00000001337",3,"VEH_O3_vs_VEH"
"ENSRNOG00000001397",2,"VEH_O3_vs_VEH"
"ENSRNOG00000001443",2,"VEH_O3_vs_VEH"
"ENSRNOG00000001480",1,"VEH_O3_vs_VEH"
"ENSRNOG00000001597",2,"VEH_O3_vs_VEH"
"ENSRNOG00000001724",3,"VEH_O3_vs_VEH"
"ENSRNOG00000001776",1,"VEH_O3_vs_VEH"
"ENSRNOG00000001808",2,"VEH_O3_vs_VEH"
"ENSRNOG00000001971",2,"VEH_O3_vs_VEH"
"ENSRNOG00000002074",3,"VEH_O3_vs_VEH"
"ENSRNOG00000002128",2,"VEH_O3_vs_VEH"
"ENSRNOG00000002343",1,"VEH_O3_vs_VEH"
"ENSRNOG00000002361",3,"VEH_O3_vs_VEH"
"ENSRNOG00000002368",2,"VEH_O3_vs_VEH"
"ENSRNOG00000002436",1,"VEH_O3_vs_VEH"
"ENSRNOG00000002469",3,"VEH_O3_vs_VEH"
"ENSRNOG00000002541",2,"VEH_O3_vs_VEH"
"ENSRNOG00000002792",4,"VEH_O3_vs_VEH"
"ENSRNOG00000002986",2,"VEH_O3_vs_VEH"
"ENSRNOG00000003158",1,"VEH_O3_vs_VEH"
"ENSRNOG00000003326",2,"VEH_O3_vs_VEH"
"ENSRNOG00000003643",3,"VEH_O3_vs_VEH"
"ENSRNOG00000003717",1,"VEH_O3_vs_VEH"
"ENSRNOG00000003901",1,"VEH_O3_vs_VEH"
"ENSRNOG00000004273",1,"VEH_O3_vs_VEH"
"ENSRNOG00000004367",1,"VEH_O3_vs_VEH"
"ENSRNOG00000004377",2,"VEH_O3_vs_VEH"
"ENSRNOG00000004382",2,"VEH_O3_vs_VEH"
"ENSRNOG00000004563",2,"VEH_O3_vs_VEH"
"ENSRNOG00000004588",2,"VEH_O3_vs_VEH"
"ENSRNOG00000004649",1,"VEH_O3_vs_VEH"
"ENSRNOG00000004760",2,"VEH_O3_vs_VEH"
"ENSRNOG00000004962",2,"VEH_O3_vs_VEH"
"ENSRNOG00000004973",2,"VEH_O3_vs_VEH"
"ENSRNOG00000004980",1,"VEH_O3_vs_VEH"
"ENSRNOG00000005130",2,"VEH_O3_vs_VEH"
"ENSRNOG00000005193",2,"VEH_O3_vs_VEH"
"ENSRNOG00000005203",1,"VEH_O3_vs_VEH"
"ENSRNOG00000005303",2,"VEH_O3_vs_VEH"
"ENSRNOG00000005698",1,"VEH_O3_vs_VEH"
"ENSRNOG00000005766",3,"VEH_O3_vs_VEH"
"ENSRNOG00000005823",2,"VEH_O3_vs_VEH"
"ENSRNOG00000005849",2,"VEH_O3_vs_VEH"
"ENSRNOG00000005902",1,"VEH_O3_vs_VEH"
"ENSRNOG00000005908",2,"VEH_O3_vs_VEH"
"ENSRNOG00000005998",3,"VEH_O3_vs_VEH"
"ENSRNOG00000006019",1,"VEH_O3_vs_VEH"
"ENSRNOG00000006048",2,"VEH_O3_vs_VEH"
"ENSRNOG00000006122",3,"VEH_O3_vs_VEH"
"ENSRNOG00000006419",1,"VEH_O3_vs_VEH"
"ENSRNOG00000006711",2,"VEH_O3_vs_VEH"
"ENSRNOG00000006868",2,"VEH_O3_vs_VEH"
"ENSRNOG00000006940",1,"VEH_O3_vs_VEH"
"ENSRNOG00000007387",3,"VEH_O3_vs_VEH"
"ENSRNOG00000007407",1,"VEH_O3_vs_VEH"
"ENSRNOG00000007475",1,"VEH_O3_vs_VEH"
"ENSRNOG00000007485",2,"VEH_O3_vs_VEH"
"ENSRNOG00000007515",2,"VEH_O3_vs_VEH"
"ENSRNOG00000007542",1,"VEH_O3_vs_VEH"
"ENSRNOG00000007916",2,"VEH_O3_vs_VEH"
"ENSRNOG00000008118",3,"VEH_O3_vs_VEH"
"ENSRNOG00000008141",1,"VEH_O3_vs_VEH"
"ENSRNOG00000008156",2,"VEH_O3_vs_VEH"
"ENSRNOG00000008271",2,"VEH_O3_vs_VEH"
"ENSRNOG00000008323",3,"VEH_O3_vs_VEH"
"ENSRNOG00000008431",1,"VEH_O3_vs_VEH"
"ENSRNOG00000008513",3,"VEH_O3_vs_VEH"
"ENSRNOG00000008678",3,"VEH_O3_vs_VEH"
"ENSRNOG00000008688",2,"VEH_O3_vs_VEH"
"ENSRNOG00000008689",2,"VEH_O3_vs_VEH"
"ENSRNOG00000008728",3,"VEH_O3_vs_VEH"
"ENSRNOG00000008862",3,"VEH_O3_vs_VEH"
"ENSRNOG00000009207",2,"VEH_O3_vs_VEH"
"ENSRNOG00000009240",1,"VEH_O3_vs_VEH"
"ENSRNOG00000009264",2,"VEH_O3_vs_VEH"
"ENSRNOG00000009281",1,"VEH_O3_vs_VEH"
"ENSRNOG00000009412",2,"VEH_O3_vs_VEH"
"ENSRNOG00000009739",2,"VEH_O3_vs_VEH"
"ENSRNOG00000009789",2,"VEH_O3_vs_VEH"
"ENSRNOG00000009930",2,"VEH_O3_vs_VEH"
"ENSRNOG00000009977",2,"VEH_O3_vs_VEH"
"ENSRNOG00000010109",3,"VEH_O3_vs_VEH"
"ENSRNOG00000010181",1,"VEH_O3_vs_VEH"
"ENSRNOG00000010282",1,"VEH_O3_vs_VEH"
"ENSRNOG00000010396",2,"VEH_O3_vs_VEH"
"ENSRNOG00000010417",3,"VEH_O3_vs_VEH"
"ENSRNOG00000010553",2,"VEH_O3_vs_VEH"
"ENSRNOG00000010556",3,"VEH_O3_vs_VEH"
"ENSRNOG00000010688",1,"VEH_O3_vs_VEH"
"ENSRNOG00000010807",1,"VEH_O3_vs_VEH"
"ENSRNOG00000010852",2,"VEH_O3_vs_VEH"
"ENSRNOG00000010855",1,"VEH_O3_vs_VEH"
"ENSRNOG00000010859",2,"VEH_O3_vs_VEH"
"ENSRNOG00000010892",2,"VEH_O3_vs_VEH"
"ENSRNOG00000011071",2,"VEH_O3_vs_VEH"
"ENSRNOG00000011205",1,"VEH_O3_vs_VEH"
"ENSRNOG00000011211",3,"VEH_O3_vs_VEH"
"ENSRNOG00000011387",3,"VEH_O3_vs_VEH"
"ENSRNOG00000011557",1,"VEH_O3_vs_VEH"
"ENSRNOG00000011619",2,"VEH_O3_vs_VEH"
"ENSRNOG00000011690",3,"VEH_O3_vs_VEH"
"ENSRNOG00000011696",2,"VEH_O3_vs_VEH"
"ENSRNOG00000011955",1,"VEH_O3_vs_VEH"
"ENSRNOG00000012081",1,"VEH_O3_vs_VEH"
"ENSRNOG00000012262",3,"VEH_O3_vs_VEH"
"ENSRNOG00000012271",2,"VEH_O3_vs_VEH"
"ENSRNOG00000012307",3,"VEH_O3_vs_VEH"
"ENSRNOG00000012521",3,"VEH_O3_vs_VEH"
"ENSRNOG00000012634",2,"VEH_O3_vs_VEH"
"ENSRNOG00000013177",3,"VEH_O3_vs_VEH"
"ENSRNOG00000013220",1,"VEH_O3_vs_VEH"
"ENSRNOG00000013305",2,"VEH_O3_vs_VEH"
"ENSRNOG00000013326",2,"VEH_O3_vs_VEH"
"ENSRNOG00000013395",1,"VEH_O3_vs_VEH"
"ENSRNOG00000013411",2,"VEH_O3_vs_VEH"
"ENSRNOG00000013570",3,"VEH_O3_vs_VEH"
"ENSRNOG00000013679",3,"VEH_O3_vs_VEH"
"ENSRNOG00000013774",2,"VEH_O3_vs_VEH"
"ENSRNOG00000013795",2,"VEH_O3_vs_VEH"
"ENSRNOG00000013841",2,"VEH_O3_vs_VEH"
"ENSRNOG00000013912",2,"VEH_O3_vs_VEH"
"ENSRNOG00000014099",1,"VEH_O3_vs_VEH"
"ENSRNOG00000014193",3,"VEH_O3_vs_VEH"
"ENSRNOG00000014270",1,"VEH_O3_vs_VEH"
"ENSRNOG00000014343",3,"VEH_O3_vs_VEH"
"ENSRNOG00000014616",2,"VEH_O3_vs_VEH"
"ENSRNOG00000014960",2,"VEH_O3_vs_VEH"
"ENSRNOG00000015196",3,"VEH_O3_vs_VEH"
"ENSRNOG00000015366",1,"VEH_O3_vs_VEH"
"ENSRNOG00000015389",2,"VEH_O3_vs_VEH"
"ENSRNOG00000015423",2,"VEH_O3_vs_VEH"
"ENSRNOG00000015670",3,"VEH_O3_vs_VEH"
"ENSRNOG00000015773",1,"VEH_O3_vs_VEH"
"ENSRNOG00000015822",3,"VEH_O3_vs_VEH"
"ENSRNOG00000015850",1,"VEH_O3_vs_VEH"
"ENSRNOG00000015970",2,"VEH_O3_vs_VEH"
"ENSRNOG00000016108",3,"VEH_O3_vs_VEH"
"ENSRNOG00000016224",3,"VEH_O3_vs_VEH"
"ENSRNOG00000016269",2,"VEH_O3_vs_VEH"
"ENSRNOG00000016576",2,"VEH_O3_vs_VEH"
"ENSRNOG00000016591",2,"VEH_O3_vs_VEH"
"ENSRNOG00000016620",2,"VEH_O3_vs_VEH"
"ENSRNOG00000016818",3,"VEH_O3_vs_VEH"
"ENSRNOG00000016945",1,"VEH_O3_vs_VEH"
"ENSRNOG00000016978",1,"VEH_O3_vs_VEH"
"ENSRNOG00000017250",1,"VEH_O3_vs_VEH"
"ENSRNOG00000017424",3,"VEH_O3_vs_VEH"
"ENSRNOG00000017571",1,"VEH_O3_vs_VEH"
"ENSRNOG00000017874",1,"VEH_O3_vs_VEH"
"ENSRNOG00000017879",3,"VEH_O3_vs_VEH"
"ENSRNOG00000017938",2,"VEH_O3_vs_VEH"
"ENSRNOG00000017988",2,"VEH_O3_vs_VEH"
"ENSRNOG00000018207",1,"VEH_O3_vs_VEH"
"ENSRNOG00000018224",1,"VEH_O3_vs_VEH"
"ENSRNOG00000018285",2,"VEH_O3_vs_VEH"
"ENSRNOG00000018322",2,"VEH_O3_vs_VEH"
"ENSRNOG00000018363",3,"VEH_O3_vs_VEH"
"ENSRNOG00000018475",2,"VEH_O3_vs_VEH"
"ENSRNOG00000018602",3,"VEH_O3_vs_VEH"
"ENSRNOG00000019100",2,"VEH_O3_vs_VEH"
"ENSRNOG00000019162",1,"VEH_O3_vs_VEH"
"ENSRNOG00000019430",1,"VEH_O3_vs_VEH"
"ENSRNOG00000019613",3,"VEH_O3_vs_VEH"
"ENSRNOG00000019670",2,"VEH_O3_vs_VEH"
"ENSRNOG00000019713",2,"VEH_O3_vs_VEH"
"ENSRNOG00000019716",1,"VEH_O3_vs_VEH"
"ENSRNOG00000019730",2,"VEH_O3_vs_VEH"
"ENSRNOG00000019742",2,"VEH_O3_vs_VEH"
"ENSRNOG00000019838",1,"VEH_O3_vs_VEH"
"ENSRNOG00000019848",1,"VEH_O3_vs_VEH"
"ENSRNOG00000019854",1,"VEH_O3_vs_VEH"
"ENSRNOG00000020030",2,"VEH_O3_vs_VEH"
"ENSRNOG00000020261",3,"VEH_O3_vs_VEH"
"ENSRNOG00000020346",1,"VEH_O3_vs_VEH"
"ENSRNOG00000020347",2,"VEH_O3_vs_VEH"
"ENSRNOG00000020430",2,"VEH_O3_vs_VEH"
"ENSRNOG00000020699",1,"VEH_O3_vs_VEH"
"ENSRNOG00000020845",1,"VEH_O3_vs_VEH"
"ENSRNOG00000020857",2,"VEH_O3_vs_VEH"
"ENSRNOG00000021079",1,"VEH_O3_vs_VEH"
"ENSRNOG00000021113",2,"VEH_O3_vs_VEH"
"ENSRNOG00000021134",3,"VEH_O3_vs_VEH"
"ENSRNOG00000021199",1,"VEH_O3_vs_VEH"
"ENSRNOG00000021250",3,"VEH_O3_vs_VEH"
"ENSRNOG00000021438",2,"VEH_O3_vs_VEH"
"ENSRNOG00000021644",1,"VEH_O3_vs_VEH"
"ENSRNOG00000021856",1,"VEH_O3_vs_VEH"
"ENSRNOG00000021871",2,"VEH_O3_vs_VEH"
"ENSRNOG00000021903",2,"VEH_O3_vs_VEH"
"ENSRNOG00000022141",2,"VEH_O3_vs_VEH"
"ENSRNOG00000022343",2,"VEH_O3_vs_VEH"
"ENSRNOG00000022491",3,"VEH_O3_vs_VEH"
"ENSRNOG00000022764",1,"VEH_O3_vs_VEH"
"ENSRNOG00000022791",3,"VEH_O3_vs_VEH"
"ENSRNOG00000022837",3,"VEH_O3_vs_VEH"
"ENSRNOG00000022839",1,"VEH_O3_vs_VEH"
"ENSRNOG00000022950",1,"VEH_O3_vs_VEH"
"ENSRNOG00000023065",1,"VEH_O3_vs_VEH"
"ENSRNOG00000023493",2,"VEH_O3_vs_VEH"
"ENSRNOG00000023837",2,"VEH_O3_vs_VEH"
"ENSRNOG00000024027",2,"VEH_O3_vs_VEH"
"ENSRNOG00000024135",2,"VEH_O3_vs_VEH"
"ENSRNOG00000024159",1,"VEH_O3_vs_VEH"
"ENSRNOG00000024241",2,"VEH_O3_vs_VEH"
"ENSRNOG00000024428",2,"VEH_O3_vs_VEH"
"ENSRNOG00000024482",2,"VEH_O3_vs_VEH"
"ENSRNOG00000024934",2,"VEH_O3_vs_VEH"
"ENSRNOG00000025030",2,"VEH_O3_vs_VEH"
"ENSRNOG00000025327",2,"VEH_O3_vs_VEH"
"ENSRNOG00000025651",2,"VEH_O3_vs_VEH"
"ENSRNOG00000025742",2,"VEH_O3_vs_VEH"
"ENSRNOG00000026067",4,"VEH_O3_vs_VEH"
"ENSRNOG00000026252",2,"VEH_O3_vs_VEH"
"ENSRNOG00000027791",1,"VEH_O3_vs_VEH"
"ENSRNOG00000027855",1,"VEH_O3_vs_VEH"
"ENSRNOG00000028015",1,"VEH_O3_vs_VEH"
"ENSRNOG00000028043",4,"VEH_O3_vs_VEH"
"ENSRNOG00000028501",2,"VEH_O3_vs_VEH"
"ENSRNOG00000028939",1,"VEH_O3_vs_VEH"
"ENSRNOG00000029172",1,"VEH_O3_vs_VEH"
"ENSRNOG00000029317",1,"VEH_O3_vs_VEH"
"ENSRNOG00000029394",3,"VEH_O3_vs_VEH"
"ENSRNOG00000029399",1,"VEH_O3_vs_VEH"
"ENSRNOG00000029805",3,"VEH_O3_vs_VEH"
"ENSRNOG00000030098",3,"VEH_O3_vs_VEH"
"ENSRNOG00000030237",1,"VEH_O3_vs_VEH"
"ENSRNOG00000030299",1,"VEH_O3_vs_VEH"
"ENSRNOG00000030364",1,"VEH_O3_vs_VEH"
"ENSRNOG00000030442",1,"VEH_O3_vs_VEH"
"ENSRNOG00000030683",2,"VEH_O3_vs_VEH"
"ENSRNOG00000030880",3,"VEH_O3_vs_VEH"
"ENSRNOG00000031003",2,"VEH_O3_vs_VEH"
"ENSRNOG00000031113",2,"VEH_O3_vs_VEH"
"ENSRNOG00000031174",2,"VEH_O3_vs_VEH"
"ENSRNOG00000031346",1,"VEH_O3_vs_VEH"
"ENSRNOG00000031506",1,"VEH_O3_vs_VEH"
"ENSRNOG00000031517",1,"VEH_O3_vs_VEH"
"ENSRNOG00000031641",1,"VEH_O3_vs_VEH"
"ENSRNOG00000031661",2,"VEH_O3_vs_VEH"
"ENSRNOG00000031743",1,"VEH_O3_vs_VEH"
"ENSRNOG00000031889",1,"VEH_O3_vs_VEH"
"ENSRNOG00000032132",1,"VEH_O3_vs_VEH"
"ENSRNOG00000032180",3,"VEH_O3_vs_VEH"
"ENSRNOG00000032401",1,"VEH_O3_vs_VEH"
"ENSRNOG00000032471",2,"VEH_O3_vs_VEH"
"ENSRNOG00000032492",3,"VEH_O3_vs_VEH"
"ENSRNOG00000032523",1,"VEH_O3_vs_VEH"
"ENSRNOG00000032546",2,"VEH_O3_vs_VEH"
"ENSRNOG00000032807",1,"VEH_O3_vs_VEH"
"ENSRNOG00000032882",1,"VEH_O3_vs_VEH"
"ENSRNOG00000033057",1,"VEH_O3_vs_VEH"
"ENSRNOG00000033100",1,"VEH_O3_vs_VEH"
"ENSRNOG00000033146",1,"VEH_O3_vs_VEH"
"ENSRNOG00000033152",1,"VEH_O3_vs_VEH"
"ENSRNOG00000033215",1,"VEH_O3_vs_VEH"
"ENSRNOG00000033274",1,"VEH_O3_vs_VEH"
"ENSRNOG00000033706",4,"VEH_O3_vs_VEH"
"ENSRNOG00000034007",3,"VEH_O3_vs_VEH"
"ENSRNOG00000034240",2,"VEH_O3_vs_VEH"
"ENSRNOG00000036592",2,"VEH_O3_vs_VEH"
"ENSRNOG00000036921",1,"VEH_O3_vs_VEH"
"ENSRNOG00000037206",2,"VEH_O3_vs_VEH"
"ENSRNOG00000037211",3,"VEH_O3_vs_VEH"
"ENSRNOG00000037402",1,"VEH_O3_vs_VEH"
"ENSRNOG00000037661",1,"VEH_O3_vs_VEH"
"ENSRNOG00000037897",1,"VEH_O3_vs_VEH"
"ENSRNOG00000039183",2,"VEH_O3_vs_VEH"
"ENSRNOG00000039496",1,"VEH_O3_vs_VEH"
"ENSRNOG00000039744",1,"VEH_O3_vs_VEH"
"ENSRNOG00000039783",1,"VEH_O3_vs_VEH"
"ENSRNOG00000040101",1,"VEH_O3_vs_VEH"
"ENSRNOG00000040303",1,"VEH_O3_vs_VEH"
"ENSRNOG00000041411",1,"VEH_O3_vs_VEH"
"ENSRNOG00000042560",2,"VEH_O3_vs_VEH"
"ENSRNOG00000042879",2,"VEH_O3_vs_VEH"
"ENSRNOG00000042905",1,"VEH_O3_vs_VEH"
"ENSRNOG00000043099",2,"VEH_O3_vs_VEH"
"ENSRNOG00000046383",1,"VEH_O3_vs_VEH"
"ENSRNOG00000046707",1,"VEH_O3_vs_VEH"
"ENSRNOG00000046836",1,"VEH_O3_vs_VEH"
"ENSRNOG00000047219",2,"VEH_O3_vs_VEH"
"ENSRNOG00000047356",3,"VEH_O3_vs_VEH"
"ENSRNOG00000047894",2,"VEH_O3_vs_VEH"
"ENSRNOG00000047988",1,"VEH_O3_vs_VEH"
"ENSRNOG00000048053",1,"VEH_O3_vs_VEH"
"ENSRNOG00000048411",2,"VEH_O3_vs_VEH"
"ENSRNOG00000048585",1,"VEH_O3_vs_VEH"
"ENSRNOG00000048891",2,"VEH_O3_vs_VEH"
"ENSRNOG00000049033",2,"VEH_O3_vs_VEH"
"ENSRNOG00000049105",1,"VEH_O3_vs_VEH"
"ENSRNOG00000049484",2,"VEH_O3_vs_VEH"
"ENSRNOG00000049489",3,"VEH_O3_vs_VEH"
"ENSRNOG00000050051",1,"VEH_O3_vs_VEH"
"ENSRNOG00000050155",4,"VEH_O3_vs_VEH"
"ENSRNOG00000050312",2,"VEH_O3_vs_VEH"
"ENSRNOG00000050552",2,"VEH_O3_vs_VEH"
"ENSRNOG00000050669",1,"VEH_O3_vs_VEH"
"ENSRNOG00000050868",2,"VEH_O3_vs_VEH"
"ENSRNOG00000051256",2,"VEH_O3_vs_VEH"
"ENSRNOG00000051310",1,"VEH_O3_vs_VEH"
"ENSRNOG00000051420",2,"VEH_O3_vs_VEH"
"ENSRNOG00000051801",3,"VEH_O3_vs_VEH"
"ENSRNOG00000051948",3,"VEH_O3_vs_VEH"
"ENSRNOG00000052013",1,"VEH_O3_vs_VEH"
"ENSRNOG00000052129",2,"VEH_O3_vs_VEH"
"ENSRNOG00000052167",2,"VEH_O3_vs_VEH"
"ENSRNOG00000052814",2,"VEH_O3_vs_VEH"
"ENSRNOG00000053025",1,"VEH_O3_vs_VEH"
"ENSRNOG00000053203",3,"VEH_O3_vs_VEH"
"ENSRNOG00000053210",2,"VEH_O3_vs_VEH"
"ENSRNOG00000053272",1,"VEH_O3_vs_VEH"
"ENSRNOG00000053300",3,"VEH_O3_vs_VEH"
"ENSRNOG00000053680",2,"VEH_O3_vs_VEH"
"ENSRNOG00000053875",2,"VEH_O3_vs_VEH"
"ENSRNOG00000054294",2,"VEH_O3_vs_VEH"
"ENSRNOG00000054438",3,"VEH_O3_vs_VEH"
"ENSRNOG00000054515",2,"VEH_O3_vs_VEH"
"ENSRNOG00000054840",1,"VEH_O3_vs_VEH"
"ENSRNOG00000054889",3,"VEH_O3_vs_VEH"
"ENSRNOG00000054957",4,"VEH_O3_vs_VEH"
"ENSRNOG00000055157",3,"VEH_O3_vs_VEH"
"ENSRNOG00000055241",2,"VEH_O3_vs_VEH"
"ENSRNOG00000055433",1,"VEH_O3_vs_VEH"
"ENSRNOG00000055766",3,"VEH_O3_vs_VEH"
"ENSRNOG00000056024",2,"VEH_O3_vs_VEH"
"ENSRNOG00000056041",2,"VEH_O3_vs_VEH"
"ENSRNOG00000056656",3,"VEH_O3_vs_VEH"
"ENSRNOG00000056721",2,"VEH_O3_vs_VEH"
"ENSRNOG00000057159",2,"VEH_O3_vs_VEH"
"ENSRNOG00000057677",1,"VEH_O3_vs_VEH"
"ENSRNOG00000058733",2,"VEH_O3_vs_VEH"
"ENSRNOG00000058847",1,"VEH_O3_vs_VEH"
"ENSRNOG00000060010",3,"VEH_O3_vs_VEH"
"ENSRNOG00000060449",1,"VEH_O3_vs_VEH"
"ENSRNOG00000060729",3,"VEH_O3_vs_VEH"
"ENSRNOG00000061441",1,"VEH_O3_vs_VEH"
"ENSRNOG00000061508",3,"VEH_O3_vs_VEH"
"ENSRNOG00000061844",3,"VEH_O3_vs_VEH"
"ENSRNOG00000061876",2,"VEH_O3_vs_VEH"
"ENSRNOG00000061991",1,"VEH_O3_vs_VEH"
